record_id,year,month,quarter,country,area_type,ev_brand,ev_model,ev_type,vehicle_segment,buyer_type,price_usd,government_incentive_type,incentive_amount_usd,effective_price_usd,range_km,battery_capacity_kwh,primary_charging_type,charging_time_hours,charging_station_access,annual_mileage_km,electricity_cost_per_km_usd,co2_savings_kg_per_year,resale_value_pct_3yr,adas_level,adoption_reason,previous_vehicle_type,top_concern_before_buying,customer_gender,customer_age_group,customer_satisfaction,would_recommend
EV0004986,2021,8,Q3,Netherlands,Suburban,Rivian,R1S,Hybrid Electric (HEV),Sedan,Individual,68877,Reduced Registration Fee,2489,66388,25,1.1,Supercharger Network,0.7,Good,16100,0.076,537,62.3,Level 3,Environmental Concern,Diesel ICE,Range Anxiety,Female,45-54,Satisfied,Yes
EV0004987,2022,8,Q3,Sweden,Urban,Nissan,Ariya,Hybrid Electric (HEV),Van/MPV,Individual,31701,None,0,31701,60,5.1,Workplace Charging,6.9,Good,45600,0.055,800,67.1,Level 2+,Government Incentive,Petrol/Gasoline ICE,Battery Life,Prefer not to say,25-34,Satisfied,Maybe
EV0004988,2023,10,Q4,China,Urban,Nissan,Ariya,Hybrid Electric (HEV),Hatchback,Fleet/Corporate,26520,Direct Subsidy,4844,21676,54,6.1,Public AC Charging,3.3,Average,29868,0.117,771,76.9,Level 1,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,55-64,Satisfied,No
EV0004989,2020,3,Q1,China,Rural,Stellantis,Fiat 500e,Battery Electric Vehicle (BEV),Luxury,Individual,44320,None,0,44320,637,106.7,DC Fast Charging,1.1,Excellent,9669,0.026,4258,64.0,Level 1,Performance,Petrol/Gasoline ICE,Charging Time,Male,35-44,Satisfied,Yes
EV0004990,2021,2,Q1,Australia,Suburban,BYD,Dolphin,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,30005,Direct Subsidy,6949,23056,68,21.4,DC Fast Charging,0.9,Average,34330,0.079,772,65.7,Level 2,Corporate Policy,Petrol/Gasoline ICE,Charging Time,Prefer not to say,25-34,Very Satisfied,Yes
EV0004991,2022,4,Q2,China,Urban,Tesla,Cybertruck,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,42531,Tax Credit,7067,35464,62,12.7,Workplace Charging,7.9,Excellent,16464,0.057,1244,68.9,Level 2,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,25-34,Satisfied,No
EV0004992,2024,1,Q1,Netherlands,Urban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),SUV,Individual,37209,Direct Subsidy,14594,22615,307,110.5,Home Charging,7.7,Poor,11070,0.102,1654,59.0,Level 3,Government Incentive,Diesel ICE,Charging Infrastructure,Male,45-54,Satisfied,Yes
EV0004993,2023,3,Q1,UK,Suburban,Rivian,R1T,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,74160,Tax Credit,6194,67966,57,20.5,Public AC Charging,3.4,Average,16639,0.028,1620,47.5,Level 0,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Female,25-34,Satisfied,Maybe
EV0004994,2024,7,Q3,South Korea,Urban,Stellantis,Fiat 500e,Hybrid Electric (HEV),Luxury,Individual,43104,None,0,43104,47,4.5,Home Charging,6.3,Excellent,14493,0.038,347,59.4,Level 1,Government Incentive,Diesel ICE,Charging Infrastructure,Male,35-44,Satisfied,Yes
EV0004995,2023,5,Q2,China,Rural,Mercedes-Benz,EQE,Plug-in Hybrid (PHEV),Hatchback,Individual,59312,Direct Subsidy,8479,50833,53,24.1,Home Charging,8.2,Good,16828,0.048,1914,76.3,Level 0,Corporate Policy,Petrol/Gasoline ICE,Charging Infrastructure,Female,25-34,Very Satisfied,No
EV0004996,2022,10,Q4,France,Suburban,MG Motor,MG 4,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,29595,Multiple Incentives,13570,16025,238,65.6,Home Charging,7.6,Poor,54555,0.099,2230,56.7,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Female,25-34,Very Satisfied,Yes
EV0004997,2024,6,Q2,Norway,Suburban,Nissan,Ariya,Battery Electric Vehicle (BEV),SUV,Individual,34842,Free Charging,2009,32833,506,54.5,DC Fast Charging,0.4,Excellent,20316,0.089,3548,74.1,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Female,55-64,Satisfied,Yes
EV0004998,2022,4,Q2,Austria,Urban,BMW,i7,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,70850,Tax Credit,2470,68380,77,18.2,DC Fast Charging,1.4,Good,6362,0.066,1778,71.3,Level 1,Corporate Policy,Petrol/Gasoline ICE,Battery Life,Female,45-54,Satisfied,Yes
EV0004999,2023,10,Q4,Sweden,Urban,Rivian,R1S,Battery Electric Vehicle (BEV),Sedan,Individual,69001,Multiple Incentives,13372,55629,381,88.1,Home Charging,6.3,Average,15671,0.039,1605,71.3,Level 2+,Lower Running Cost,Diesel ICE,None/No Concern,Male,18-24,Neutral,Maybe
EV0005000,2020,7,Q3,Netherlands,Urban,Tesla,Model 3,Plug-in Hybrid (PHEV),Sedan,Individual,46952,Multiple Incentives,17691,29261,43,20.3,DC Fast Charging,1.1,Excellent,16210,0.041,1657,57.8,Level 3,Lower Running Cost,Another EV,Range Anxiety,Male,45-54,Very Satisfied,No
EV0005001,2022,8,Q3,India,Suburban,Mercedes-Benz,EQA,Plug-in Hybrid (PHEV),SUV,Individual,91963,Tax Credit,3987,87976,119,15.9,Home Charging,9.3,Average,28695,0.064,1633,55.3,Level 2+,Lower Running Cost,Hybrid,High Price,Female,25-34,Dissatisfied,No
EV0005002,2022,5,Q2,USA,Rural,Volkswagen,ID.3,Battery Electric Vehicle (BEV),SUV,Individual,44404,Tax Credit,2185,42219,512,100.3,DC Fast Charging,1.4,Excellent,29279,0.113,3242,51.6,Level 2,Technology Appeal,Petrol/Gasoline ICE,Battery Life,Male,65+,Very Satisfied,Yes
EV0005003,2021,12,Q4,South Korea,Suburban,Tesla,Model S,Battery Electric Vehicle (BEV),SUV,Individual,46946,Multiple Incentives,17428,29518,530,97.4,Home Charging,9.6,Excellent,14568,0.063,3076,64.8,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,None/No Concern,Male,55-64,Very Satisfied,Yes
EV0005004,2022,8,Q3,Pakistan,Urban,Tesla,Model 3,Hybrid Electric (HEV),Sedan,Rideshare/Taxi,42159,Multiple Incentives,12639,29520,26,4.3,Workplace Charging,4.5,Good,18364,0.025,396,62.7,Level 3,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Female,55-64,Satisfied,Maybe
EV0005005,2020,5,Q2,India,Suburban,Lucid Motors,Air Pure,Plug-in Hybrid (PHEV),Pickup Truck,Fleet/Corporate,112950,None,0,112950,111,11.5,Home Charging,8.9,Good,23780,0.066,1409,47.8,Level 2+,Lower Running Cost,Diesel ICE,Battery Life,Male,55-64,Satisfied,Yes
EV0005006,2020,5,Q2,UAE,Urban,Stellantis,Fiat 500e,Battery Electric Vehicle (BEV),Sedan,Rental Company,31474,None,0,31474,433,40.3,DC Fast Charging,0.7,Average,28309,0.097,3566,77.0,Level 1,Technology Appeal,Diesel ICE,Charging Infrastructure,Female,45-54,Neutral,Maybe
EV0005007,2024,2,Q1,Netherlands,Rural,Ford,E-Transit,Plug-in Hybrid (PHEV),Hatchback,Individual,31371,None,0,31371,103,13.3,Home Charging,11.3,Poor,16303,0.07,1195,72.6,Level 1,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Female,25-34,Very Satisfied,Yes
EV0005008,2020,9,Q3,China,Urban,Nissan,Ariya,Plug-in Hybrid (PHEV),Van/MPV,Individual,33760,None,0,33760,77,18.8,DC Fast Charging,0.5,Good,11555,0.105,1689,64.0,Level 2,Environmental Concern,Diesel ICE,Battery Life,Male,35-44,Neutral,Yes
EV0005009,2023,6,Q2,Australia,Urban,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),SUV,Rideshare/Taxi,37669,Reduced Registration Fee,753,36916,407,50.1,DC Fast Charging,0.3,Good,12686,0.068,4193,57.9,Level 2,Performance,Diesel ICE,Charging Infrastructure,Female,25-34,Dissatisfied,Yes
EV0005010,2021,1,Q1,China,Urban,Kia,Niro EV,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,37118,Multiple Incentives,19340,17778,59,24.8,DC Fast Charging,0.5,Good,52408,0.09,846,63.4,Level 2,Environmental Concern,Diesel ICE,High Price,Prefer not to say,35-44,Very Satisfied,No
EV0005011,2024,1,Q1,Pakistan,Rural,Ford,E-Transit,Plug-in Hybrid (PHEV),Hatchback,Fleet/Corporate,31690,Multiple Incentives,16474,15216,86,11.6,Home Charging,8.6,Average,14295,0.062,1551,53.2,Level 3,Corporate Policy,Diesel ICE,None/No Concern,Male,35-44,Satisfied,Yes
EV0005012,2021,7,Q3,China,Urban,Stellantis,Opel Mokka-e,Battery Electric Vehicle (BEV),SUV,Rental Company,32590,Tax Credit,2819,29771,618,118.3,Supercharger Network,0.9,Very Poor,22675,0.106,3376,75.4,Level 2+,Lower Running Cost,Hybrid,Range Anxiety,Male,35-44,Very Satisfied,No
EV0005013,2024,10,Q4,France,Suburban,MG Motor,MG 5,Battery Electric Vehicle (BEV),Van/MPV,Fleet/Corporate,25753,Free Charging,2935,22818,251,100.7,Home Charging,8.3,Good,33455,0.114,3069,66.2,Level 1,Performance,Petrol/Gasoline ICE,Battery Life,Male,25-34,Very Satisfied,Yes
EV0005014,2020,9,Q3,Italy,Rural,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Sedan,Government,46321,None,0,46321,617,97.3,Home Charging,10.2,Excellent,24786,0.103,2264,75.9,Level 2,Technology Appeal,Hybrid,Charging Infrastructure,Male,35-44,Very Satisfied,Yes
EV0005015,2021,10,Q4,China,Urban,Polestar,Polestar 2,Battery Electric Vehicle (BEV),SUV,Individual,54064,None,0,54064,584,49.2,Public AC Charging,3.7,Very Poor,32805,0.031,2938,62.5,Level 2,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Satisfied,Yes
EV0005016,2024,11,Q4,Germany,Urban,Chevrolet,Bolt EUV,Battery Electric Vehicle (BEV),Van/MPV,Individual,35909,Free Charging,2865,33044,553,87.9,Public AC Charging,3.1,Poor,15165,0.042,1926,60.5,Level 3,Corporate Policy,Petrol/Gasoline ICE,Charging Time,Female,45-54,Satisfied,Yes
EV0005017,2023,11,Q4,UK,Urban,BYD,Atto 3,Plug-in Hybrid (PHEV),Hatchback,Individual,20640,Multiple Incentives,18464,2176,73,17.4,Home Charging,8.7,Good,16137,0.022,1629,48.8,Level 1,Government Incentive,Diesel ICE,Battery Life,Female,45-54,Very Satisfied,Yes
EV0005018,2022,7,Q3,Germany,Urban,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),SUV,Rental Company,20193,Multiple Incentives,6190,14003,345,75.2,Workplace Charging,5.8,Poor,10731,0.031,3821,54.3,Level 2+,Lower Running Cost,Hybrid,Range Anxiety,Female,35-44,Satisfied,Maybe
EV0005019,2023,11,Q4,India,Suburban,MG Motor,MG 5,Plug-in Hybrid (PHEV),Hatchback,Individual,20801,Reduced Registration Fee,1846,18955,103,11.7,DC Fast Charging,1.0,Poor,28997,0.029,608,78.0,Level 2,Government Incentive,Petrol/Gasoline ICE,High Price,Male,18-24,Very Satisfied,No
EV0005020,2020,12,Q4,China,Urban,Stellantis,Opel Mokka-e,Battery Electric Vehicle (BEV),Van/MPV,Individual,32881,Tax Credit,3188,29693,629,48.9,DC Fast Charging,1.4,Average,11433,0.034,3900,56.5,Level 2,Lower Running Cost,Diesel ICE,Range Anxiety,Male,18-24,Very Satisfied,Yes
EV0005021,2023,6,Q2,Canada,Rural,BYD,Seal,Battery Electric Vehicle (BEV),Hatchback,Rideshare/Taxi,20911,Tax Credit,2248,18663,511,64.9,Home Charging,8.7,Good,9341,0.107,3593,71.7,Level 3,Lower Running Cost,Hybrid,High Price,Female,18-24,Very Satisfied,Yes
EV0005022,2021,4,Q2,Pakistan,Urban,Nissan,Ariya,Battery Electric Vehicle (BEV),Sedan,Individual,32682,Direct Subsidy,11567,21115,310,103.5,Workplace Charging,5.9,Average,18778,0.056,2520,74.9,Level 2+,Corporate Policy,Diesel ICE,High Price,Male,65+,Satisfied,Yes
EV0005023,2022,4,Q2,UK,Urban,Chevrolet,Silverado EV,Battery Electric Vehicle (BEV),Van/MPV,Individual,34937,Multiple Incentives,16592,18345,372,101.0,Workplace Charging,6.1,Average,34130,0.041,3535,78.4,Level 3,Lower Running Cost,Petrol/Gasoline ICE,Charging Time,Male,55-64,Neutral,Yes
EV0005024,2024,9,Q3,Netherlands,Urban,Tesla,Model X,Battery Electric Vehicle (BEV),Hatchback,Individual,32783,None,0,32783,597,80.4,Home Charging,7.4,Average,15399,0.023,3429,79.7,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,55-64,Satisfied,No
EV0005025,2024,10,Q4,Netherlands,Rural,Rivian,R1S,Hybrid Electric (HEV),SUV,Fleet/Corporate,81020,Free Charging,1123,79897,48,7.4,Public AC Charging,3.1,Excellent,13086,0.05,270,76.4,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Female,45-54,Satisfied,Yes
EV0005026,2020,8,Q3,Canada,Suburban,Hyundai,IONIQ 5,Plug-in Hybrid (PHEV),Luxury,Rideshare/Taxi,68251,None,0,68251,103,9.5,DC Fast Charging,0.5,Excellent,15126,0.029,974,47.4,Level 2+,Government Incentive,Diesel ICE,High Price,Male,35-44,Neutral,No
EV0005027,2020,12,Q4,Germany,Urban,Kia,EV6,Battery Electric Vehicle (BEV),SUV,Individual,43593,None,0,43593,377,69.7,Supercharger Network,0.3,Good,31000,0.038,4399,51.5,Level 2,Lower Running Cost,Diesel ICE,Battery Life,Male,35-44,Very Satisfied,Yes
EV0005028,2024,12,Q4,India,Urban,BYD,Han,Plug-in Hybrid (PHEV),Sedan,Individual,26852,Tax Credit,7324,19528,106,19.5,Home Charging,10.4,Good,27049,0.031,1879,79.8,Level 2,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,45-54,Satisfied,Yes
EV0005029,2024,10,Q4,USA,Suburban,BYD,Tang,Hybrid Electric (HEV),Hatchback,Rental Company,20507,None,0,20507,39,3.4,Home Charging,11.9,Excellent,17239,0.097,580,76.7,Level 2+,Environmental Concern,Diesel ICE,Charging Time,Male,65+,Satisfied,Yes
EV0005030,2023,2,Q1,China,Rural,Chevrolet,Silverado EV,Battery Electric Vehicle (BEV),Van/MPV,Individual,33518,None,0,33518,559,49.0,Workplace Charging,7.9,Very Poor,17204,0.056,1915,76.4,Level 2,Government Incentive,Another EV,Charging Infrastructure,Male,25-34,Satisfied,Yes
EV0005031,2024,4,Q2,Canada,Urban,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Sports Car,Rental Company,52284,Direct Subsidy,3400,48884,471,94.7,Home Charging,8.7,Average,16969,0.028,3597,78.1,Level 1,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Male,45-54,Satisfied,Yes
EV0005032,2023,7,Q3,South Korea,Suburban,Rivian,R1T,Hybrid Electric (HEV),Hatchback,Individual,55226,Direct Subsidy,5023,50203,54,7.6,Supercharger Network,0.7,Poor,12553,0.118,304,75.8,Level 0,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,45-54,Satisfied,Maybe
EV0005033,2021,6,Q2,South Korea,Suburban,Renault,Megane E-Tech,Hybrid Electric (HEV),Hatchback,Individual,22503,Multiple Incentives,19972,2531,21,6.9,Public AC Charging,4.6,Good,11713,0.035,159,51.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,18-24,Very Satisfied,Yes
EV0005034,2024,11,Q4,China,Suburban,Kia,EV9,Hybrid Electric (HEV),SUV,Government,43470,Tax Credit,4341,39129,40,6.2,Home Charging,7.7,Very Poor,25118,0.076,626,46.1,Level 3,Government Incentive,Diesel ICE,Range Anxiety,Male,45-54,Very Satisfied,Maybe
EV0005035,2023,2,Q1,India,Urban,Rivian,R1S,Plug-in Hybrid (PHEV),Van/MPV,Individual,76202,None,0,76202,101,10.3,Public AC Charging,2.6,Excellent,27365,0.026,1753,69.9,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,55-64,Very Satisfied,Yes
EV0005036,2021,11,Q4,Italy,Suburban,NIO,ET5,Battery Electric Vehicle (BEV),Sedan,Fleet/Corporate,48354,Free Charging,2869,45485,535,63.8,Home Charging,7.8,Average,8982,0.112,1504,72.0,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Female,65+,Satisfied,Yes
EV0005037,2024,11,Q4,Italy,Urban,Volkswagen,ID.3,Battery Electric Vehicle (BEV),Pickup Truck,Government,42480,Direct Subsidy,10583,31897,478,95.8,Workplace Charging,6.4,Excellent,9926,0.038,3962,64.6,Level 3,Brand Image,Another EV,Battery Life,Prefer not to say,35-44,Satisfied,Yes
EV0005038,2022,5,Q2,Germany,Urban,Volkswagen,ID.6,Battery Electric Vehicle (BEV),Sedan,Rideshare/Taxi,38041,Free Charging,2912,35129,625,75.6,DC Fast Charging,0.9,Good,15505,0.09,4056,67.6,Level 1,Lower Running Cost,Diesel ICE,High Price,Male,35-44,Very Satisfied,Maybe
EV0005039,2020,5,Q2,China,Suburban,Tata Motors,Tiago EV,Battery Electric Vehicle (BEV),SUV,Individual,19809,Reduced Registration Fee,753,19056,201,60.2,DC Fast Charging,1.0,Good,14922,0.032,4308,77.0,Level 1,Performance,First Vehicle,Battery Life,Female,25-34,Neutral,Yes
EV0005040,2022,3,Q1,Germany,Suburban,Volkswagen,ID.6,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,38357,Tax Credit,2420,35937,113,17.0,Home Charging,6.5,Excellent,21589,0.116,1485,55.3,Level 0,Government Incentive,Hybrid,Charging Infrastructure,Male,18-24,Very Satisfied,Yes
EV0005041,2021,12,Q4,China,Urban,Mercedes-Benz,EQA,Battery Electric Vehicle (BEV),SUV,Individual,93258,None,0,93258,587,61.9,Supercharger Network,0.8,Very Poor,26434,0.04,4457,63.2,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,35-44,Satisfied,No
EV0005042,2024,3,Q1,Sweden,Suburban,Tesla,Model 3,Plug-in Hybrid (PHEV),Hatchback,Individual,35899,Free Charging,1554,34345,54,8.9,Public AC Charging,2.1,Excellent,18751,0.03,1883,57.9,Level 2+,Technology Appeal,First Vehicle,None/No Concern,Female,18-24,Satisfied,Yes
EV0005043,2020,5,Q2,Norway,Suburban,BYD,Tang,Plug-in Hybrid (PHEV),Hatchback,Individual,22992,Direct Subsidy,12751,10241,92,11.7,Public AC Charging,5.2,Excellent,8759,0.072,1763,78.9,Level 2,Technology Appeal,Hybrid,Charging Time,Male,25-34,Satisfied,No
EV0005044,2024,7,Q3,India,Urban,Hyundai,IONIQ 5,Hybrid Electric (HEV),SUV,Individual,44738,Reduced Registration Fee,2859,41879,59,7.3,Public AC Charging,3.9,Excellent,7164,0.059,785,66.4,Level 1,Environmental Concern,Diesel ICE,High Price,Male,45-54,Very Satisfied,Yes
EV0005045,2021,3,Q1,Netherlands,Urban,Tesla,Model S,Plug-in Hybrid (PHEV),Sedan,Individual,44198,Multiple Incentives,9102,35096,58,22.9,Public AC Charging,4.1,Average,54221,0.029,804,73.6,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Satisfied,Yes
EV0005046,2024,9,Q3,Germany,Urban,Audi,e-tron,Battery Electric Vehicle (BEV),Sedan,Individual,60008,Tax Credit,6838,53170,575,74.3,Workplace Charging,6.3,Poor,11644,0.038,3763,47.7,Level 2+,Lower Running Cost,Hybrid,Charging Time,Female,25-34,Satisfied,Maybe
EV0005047,2023,1,Q1,Pakistan,Suburban,Audi,e-tron GT,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,68047,Reduced Registration Fee,1732,66315,115,23.0,Workplace Charging,7.9,Good,17007,0.057,1065,58.5,Level 2+,Lower Running Cost,Diesel ICE,Charging Time,Female,65+,Satisfied,Yes
EV0005048,2023,10,Q4,Spain,Urban,Audi,e-tron GT,Battery Electric Vehicle (BEV),SUV,Individual,68905,None,0,68905,353,106.3,DC Fast Charging,1.1,Excellent,39560,0.078,3490,55.5,Level 1,Lower Running Cost,First Vehicle,Range Anxiety,Female,45-54,Satisfied,Yes
EV0005049,2022,3,Q1,Norway,Suburban,Kia,EV9,Battery Electric Vehicle (BEV),SUV,Individual,44368,Direct Subsidy,8328,36040,439,50.4,Supercharger Network,0.6,Good,7277,0.086,2729,45.0,Level 2,Government Incentive,Petrol/Gasoline ICE,High Price,Female,55-64,Very Satisfied,Maybe
EV0005050,2021,8,Q3,Denmark,Urban,Volkswagen,ID.Buzz,Hybrid Electric (HEV),SUV,Fleet/Corporate,45457,Tax Credit,4602,40855,52,2.1,Home Charging,6.1,Average,24312,0.068,554,78.2,Level 2+,Performance,Hybrid,Battery Life,Male,45-54,Very Satisfied,Yes
EV0005051,2024,6,Q2,UAE,Rural,Tata Motors,Tiago EV,Plug-in Hybrid (PHEV),Sedan,Individual,17585,None,0,17585,62,12.2,Supercharger Network,0.3,Average,15513,0.029,1729,78.3,Level 2+,Environmental Concern,Diesel ICE,Charging Infrastructure,Female,25-34,Neutral,No
EV0005052,2020,5,Q2,USA,Suburban,Tesla,Model Y,Battery Electric Vehicle (BEV),SUV,Individual,47670,Tax Credit,2656,45014,820,59.2,Supercharger Network,0.6,Average,14971,0.082,2760,54.2,Level 3,Environmental Concern,Diesel ICE,None/No Concern,Male,35-44,Satisfied,Yes
EV0005053,2024,1,Q1,India,Urban,Chevrolet,Silverado EV,Battery Electric Vehicle (BEV),Sedan,Individual,31902,Free Charging,1905,29997,410,101.8,Workplace Charging,5.2,Average,11392,0.072,2198,67.3,Level 3,Government Incentive,Petrol/Gasoline ICE,Battery Life,Male,35-44,Very Satisfied,Yes
EV0005054,2022,8,Q3,South Korea,Suburban,Audi,Q4 e-tron,Hybrid Electric (HEV),Van/MPV,Fleet/Corporate,66830,Multiple Incentives,12120,54710,51,3.2,Supercharger Network,0.9,Very Poor,21058,0.031,362,61.0,Level 0,Technology Appeal,Diesel ICE,Charging Infrastructure,Female,35-44,Very Satisfied,Yes
EV0005055,2024,7,Q3,Australia,Urban,Tesla,Model X,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,44357,None,0,44357,107,12.6,Home Charging,12.0,Excellent,26093,0.055,1876,46.4,Level 3,Performance,Petrol/Gasoline ICE,Battery Life,Prefer not to say,35-44,Very Satisfied,No
EV0005056,2023,5,Q2,USA,Urban,BMW,i3,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,68308,Direct Subsidy,5838,62470,52,23.8,Home Charging,9.4,Good,40044,0.05,1738,65.5,Level 2,Government Incentive,Petrol/Gasoline ICE,Resale Value,Male,35-44,Satisfied,Yes
EV0005057,2024,4,Q2,Italy,Suburban,Audi,Q4 e-tron,Hybrid Electric (HEV),SUV,Fleet/Corporate,70181,Tax Credit,7062,63119,59,1.8,Home Charging,7.0,Good,23504,0.087,575,70.5,Level 0,Performance,First Vehicle,Resale Value,Male,45-54,Very Satisfied,No
EV0005058,2020,4,Q2,South Korea,Urban,Renault,Megane E-Tech,Hybrid Electric (HEV),Sedan,Individual,26482,Tax Credit,7198,19284,40,7.6,DC Fast Charging,0.6,Poor,20398,0.105,456,79.1,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,High Price,Female,35-44,Satisfied,No
EV0005059,2023,9,Q3,South Korea,Urban,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Sedan,Individual,42664,Tax Credit,4624,38040,724,71.5,Home Charging,6.6,Good,8066,0.068,2340,71.6,Level 3,Lower Running Cost,First Vehicle,Range Anxiety,Male,25-34,Very Satisfied,Yes
EV0005060,2024,10,Q4,China,Rural,Nissan,Leaf,Battery Electric Vehicle (BEV),Sedan,Government,30818,Direct Subsidy,8263,22555,297,57.4,Home Charging,8.2,Poor,8456,0.027,1948,53.1,Level 2,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Very Satisfied,Maybe
EV0005061,2023,12,Q4,South Korea,Urban,BYD,Dolphin,Battery Electric Vehicle (BEV),Van/MPV,Fleet/Corporate,27764,Tax Credit,3106,24658,355,84.1,Home Charging,9.3,Good,27899,0.029,3934,59.9,Level 2,Corporate Policy,Petrol/Gasoline ICE,Range Anxiety,Male,55-64,Neutral,Maybe
EV0005062,2022,12,Q4,Pakistan,Urban,Kia,Niro EV,Plug-in Hybrid (PHEV),Hatchback,Government,29249,Direct Subsidy,6240,23009,43,23.4,Home Charging,11.3,Excellent,7292,0.028,1487,62.9,Level 2,Brand Image,First Vehicle,Range Anxiety,Female,45-54,Satisfied,No
EV0005063,2024,2,Q1,France,Suburban,Hyundai,Kona Electric,Hybrid Electric (HEV),SUV,Individual,42899,Reduced Registration Fee,810,42089,35,3.1,Supercharger Network,0.3,Good,15992,0.074,139,54.9,Level 2,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,55-64,Very Satisfied,Maybe
EV0005064,2023,5,Q2,India,Rural,Nissan,Leaf,Battery Electric Vehicle (BEV),Luxury,Fleet/Corporate,49615,Tax Credit,5600,44015,556,87.8,Public AC Charging,2.2,Excellent,17572,0.116,2973,52.3,Level 1,Technology Appeal,First Vehicle,None/No Concern,Prefer not to say,25-34,Satisfied,No
EV0005065,2022,9,Q3,Italy,Urban,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),SUV,Individual,49296,Tax Credit,6902,42394,271,104.3,Home Charging,9.0,Good,13704,0.027,1897,58.9,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Satisfied,Yes
EV0005066,2024,9,Q3,Germany,Suburban,Kia,EV6,Plug-in Hybrid (PHEV),Hatchback,Individual,30278,Multiple Incentives,14739,15539,46,23.0,Home Charging,11.5,Average,18231,0.078,1642,47.2,Level 1,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Female,35-44,Satisfied,Yes
